"","Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"1613","Australia","East Asia & Pacific",2004,20127400,80.4902439,2871.998148
"1614","Austria","Europe & Central Asia",2004,8171966,79.1804878,3720.131059
"1615","Azerbaijan","Europe & Central Asia",2004,8306500,68.45719512,81.11918072
"1616","Bahamas, The","Latin America & Caribbean",2004,314739,73.15782927,1357.969854
"1617","Bahrain","Middle East & North Africa",2004,671760,74.27153659,660.504926
"1618","Bangladesh","South Asia",2004,138633401,66.53136585,12.60633023
"1619","Barbados","Latin America & Caribbean",2004,269947,75.80153659,731.4878957
"1620","Belarus","Europe & Central Asia",2004,9730000,68.95609756,154.4035856
"1621","Belgium","Europe & Central Asia",2004,10421137,78.87804878,3514.051414
"1622","Belize","Latin America & Caribbean",2004,282600,74.25992683,170.6935247
"1623","Benin","Sub-Saharan Africa",2004,7397985,53.54895122,24.97867948
"1624","Bhutan","South Asia",2004,642400,64.34821951,48.21485324
"1625","Bolivia","Latin America & Caribbean",2004,8982917,64.36929268,52.11610346
"1626","Bosnia and Herzegovina","Europe & Central Asia",2004,3781358,74.65963415,242.8577364
"1627","Botswana","Sub-Saharan Africa",2004,1852243,49.7374878,427.4534196
"1628","Brazil","Latin America & Caribbean",2004,183873377,71.26178049,257.3944202
"1629","Brunei Darussalam","East Asia & Pacific",2004,355943,77.06263415,666.7924876
"1630","Bulgaria","Europe & Central Asia",2004,7781161,72.56341463,238.2477796
"1631","Burkina Faso","Sub-Saharan Africa",2004,13789736,51.92221951,22.64250815
"1632","Burundi","Sub-Saharan Africa",2004,7039534,47.38036585,9.449096765
"1633","Cambodia","East Asia & Pacific",2004,13193961,59.42863415,28.73004952
"1634","Cameroon","Sub-Saharan Africa",2004,17165267,49.37485366,43.43563092
"1635","Canada","North America",2004,31995000,80.14146341,3036.187895
"1636","Cape Verde","Sub-Saharan Africa",2004,466784,71.61778049,100.2224385
"1637","Central African Republic","Sub-Saharan Africa",2004,3952281,43.94612195,13.29740193
"1638","Chad","Sub-Saharan Africa",2004,9474792,48.0112439,23.76589232
"1639","Chile","Latin America & Caribbean",2004,16132209,78.08958537,410.3069464
"1640","China","East Asia & Pacific",2004,1296075000,71.96234146,70.12042897
"1641","Colombia","Latin America & Caribbean",2004,42385712,72.03678049,152.5613309
"1642","Comoros","Sub-Saharan Africa",2004,625876,58.74807317,23.70517874
"1643","Congo, Dem. Rep.","Sub-Saharan Africa",2004,55754885,46.78702439,6.273701158
"1644","Congo, Rep.","Sub-Saharan Africa",2004,3445765,54.77260976,34.4730958
"1645","Costa Rica","Latin America & Caribbean",2004,4235605,78.42841463,346.1773981
"1646","Cote d'Ivoire","Sub-Saharan Africa",2004,17731840,51.11139024,36.86570729
"1647","Croatia","Europe & Central Asia",2004,4439000,75.5202439,613.9434052
"1648","Cuba","Latin America & Caribbean",2004,11234970,77.37409756,208.5835268
"1649","Cyprus","Europe & Central Asia",2004,1015806,78.45009756,1353.430122
"1650","Czech Republic","Europe & Central Asia",2004,10216016,75.72195122,770.8832759
"1651","Denmark","Europe & Central Asia",2004,5404523,77.49268293,4382.215849
"1652","Djibouti","Middle East & North Africa",2004,793738,55.15902439,47.42566031
"1653","Dominican Republic","Latin America & Caribbean",2004,9129965,71.863,120.7692824
"1654","Ecuador","Latin America & Caribbean",2004,13208869,74.51641463,182.086698
"1655","Egypt, Arab Rep.","Middle East & North Africa",2004,72844998,71.13387805,56.80725217
"1656","El Salvador","Latin America & Caribbean",2004,6028792,70.49963415,189.3082395
"1657","Equatorial Guinea","Sub-Saharan Africa",2004,589794,49.17192683,189.0210399
"1658","Eritrea","Sub-Saharan Africa",2004,4318343,58.16268293,7.574849041
"1659","Estonia","Europe & Central Asia",2004,1349290,71.9097561,457.3210093
"1660","Ethiopia","Sub-Saharan Africa",2004,72526620,54.37065854,5.992188222
"1661","Fiji","East Asia & Pacific",2004,819102,68.34065854,119.266288
"1662","Finland","Europe & Central Asia",2004,5228172,78.71463415,2968.727204
"1663","France","Europe & Central Asia",2004,62701871,80.16341463,3630.427195
"1664","Gabon","Sub-Saharan Africa",2004,1344171,59.68180488,160.0679763
"1665","Gambia, The","Sub-Saharan Africa",2004,1460493,56.35485366,17.24664219
"1666","Georgia","Europe & Central Asia",2004,4318300,72.44734146,96.75202342
"1667","Germany","Europe & Central Asia",2004,82516260,78.6804878,3525.646445
"1668","Ghana","Sub-Saharan Africa",2004,21119911,60.39660976,25.80499143
"1669","Greece","Europe & Central Asia",2004,11061701,79.03902439,1805.312687
"1670","Grenada","Latin America & Caribbean",2004,102455,74.54434146,335.7372325
"1671","Guatemala","Latin America & Caribbean",2004,12404764,69.36780488,123.7663972
"1672","Guinea","Sub-Saharan Africa",2004,8889321,50.56895122,21.76019454
"1673","Guinea-Bissau","Sub-Saharan Africa",2004,1340814,45.8732439,20.69455951
"1674","Guyana","Latin America & Caribbean",2004,743743,66.72687805,56.68241619
"1675","Haiti","Latin America & Caribbean",2004,9212634,59.48807317,22.29638111
"1676","Honduras","Latin America & Caribbean",2004,6743128,71.21204878,103.7831381
"1677","Hungary","Europe & Central Asia",2004,10107146,72.64878049,828.870521
"1678","Iceland","Europe & Central Asia",2004,292074,80.99756098,4560.14035
"1679","India","South Asia",2004,1122991192,63.01931707,28.70128761
"1680","Indonesia","East Asia & Pacific",2004,224606531,66.7912439,27.07512836
"1681","Iran, Islamic Rep.","Middle East & North Africa",2004,68893323,71.02246341,145.8576701
"1682","Iraq","Middle East & North Africa",2004,26907763,68.97878049,62.41095372
"1683","Ireland","Europe & Central Asia",2004,4070262,78.19853659,3449.252159
"1684","Israel","Middle East & North Africa",2004,6809000,80.14634146,1446.303383
"1685","Italy","Europe & Central Asia",2004,58175310,80.72926829,2570.223239
"1686","Jamaica","Latin America & Caribbean",2004,2638100,71.21843902,183.4143492
"1687","Japan","East Asia & Pacific",2004,127761000,82.0302439,2912.828004
"1688","Jordan","Middle East & North Africa",2004,5290000,72.53146341,202.6039876
"1689","Kazakhstan","Europe & Central Asia",2004,15012984,65.88780488,113.2806972
"1690","Kenya","Sub-Saharan Africa",2004,34702176,52.48392683,19.89639844
"1691","Korea, Rep.","East Asia & Pacific",2004,48039000,77.84658537,789.1420159
"1692","Kuwait","Middle East & North Africa",2004,2189485,74.04258537,748.4044532
"1693","Kyrgyz Republic","Europe & Central Asia",2004,5104700,68.15365854,24.56674079
"1694","Lao PDR","East Asia & Pacific",2004,5667055,63.82585366,19.06017212
"1695","Latvia","Europe & Central Asia",2004,2312819,72.02682927,388.5310615
"1696","Lebanon","Middle East & North Africa",2004,3998042,71.30665854,452.5487665
"1697","Lesotho","Sub-Saharan Africa",2004,2047006,44.07590244,45.98127039
"1698","Liberia","Sub-Saharan Africa",2004,3092721,50.82336585,13.24966805
"1699","Libya","Middle East & North Africa",2004,5652797,73.40719512,195.4402037
"1700","Lithuania","Europe & Central Asia",2004,3435591,71.96097561,374.1377287
"1701","Luxembourg","Europe & Central Asia",2004,458095,79.12195122,6107.194566
"1702","Macedonia, FYR","Europe & Central Asia",2004,2033039,73.57717073,237.1510722
"1703","Madagascar","Sub-Saharan Africa",2004,17357913,63.32078049,9.165361168
"1704","Malawi","Sub-Saharan Africa",2004,12472794,48.06290244,16.45055886
"1705","Malaysia","East Asia & Pacific",2004,25590453,72.82156098,190.2194138
"1706","Maldives","South Asia",2004,290988,73.74314634,218.4107452
"1707","Mali","Sub-Saharan Africa",2004,12772264,48.55763415,24.49687037
"1708","Malta","Middle East & North Africa",2004,401268,78.55365854,1230.682951
"1709","Mauritania","Sub-Saharan Africa",2004,2964526,57.1737561,28.63203286
"1710","Mauritius","Sub-Saharan Africa",2004,1233386,72.27674797,220.0325539
"1711","Mexico","Latin America & Caribbean",2004,105175967,75.25,440.5838884
"1712","Micronesia, Fed. Sts.","East Asia & Pacific",2004,108926,67.7525122,227.8436046
"1713","Moldova","Europe & Central Asia",2004,3603934,67.62646341,61.10920267
"1714","Mongolia","East Asia & Pacific",2004,2514462,65.48087805,49.42228535
"1715","Montenegro","Europe & Central Asia",2004,626912,74.1264878,287.1067202
"1716","Morocco","Middle East & North Africa",2004,30082152,70.09987805,98.73446612
"1717","Mozambique","Sub-Saharan Africa",2004,20246287,47.81960976,16.64051934
"1718","Myanmar","East Asia & Pacific",2004,46070248,62.65170732,4.920063608
"1719","Namibia","Sub-Saharan Africa",2004,2043339,57.85358537,209.2615023
"1720","Nepal","South Asia",2004,26717875,64.79895122,16.43509656
"1721","Netherlands","Europe & Central Asia",2004,16281779,79.09512195,3735.373169
"1722","New Zealand","East Asia & Pacific",2004,4087500,79.54878049,1973.714298
"1723","Nicaragua","Latin America & Caribbean",2004,5356012,71.53978049,66.25694846
"1724","Niger","Sub-Saharan Africa",2004,12546945,51.04356098,9.035392308
"1725","Nigeria","Sub-Saharan Africa",2004,136399438,48.47260976,44.81724243
"1726","Norway","Europe & Central Asia",2004,4591910,79.84146341,5436.267867
"1727","Oman","Middle East & North Africa",2004,2378336,73.85517073,309.8237803
"1728","Pakistan","South Asia",2004,155860066,63.92080488,17.74229842
"1729","Panama","Latin America & Caribbean",2004,3181969,74.95426829,360.3432595
"1730","Papua New Guinea","East Asia & Pacific",2004,5948135,60.19253659,30.4390777
"1731","Paraguay","Latin America & Caribbean",2004,5786836,71.03856098,81.93407648
"1732","Peru","Latin America & Caribbean",2004,27242033,72.12868293,111.7315119
"1733","Philippines","East Asia & Pacific",2004,83936698,67.31395122,34.72550041
"1734","Poland","Europe & Central Asia",2004,38182222,74.84634146,410.7277903
"1735","Portugal","Europe & Central Asia",2004,10501970,77.67073171,1773.968516
"1736","Qatar","Middle East & North Africa",2004,715146,77.06360976,1599.290929
"1737","Romania","Europe & Central Asia",2004,21684890,71.59427561,191.022128
"1738","Russian Federation","Europe & Central Asia",2004,143849574.2,65.42121951,212.4329369
"1739","Rwanda","Sub-Saharan Africa",2004,9009655,51.39641463,14.4229252
"1740","Samoa","East Asia & Pacific",2004,179699,70.73239024,105.5327562
"1741","San Marino","Europe & Central Asia",2004,29722,81.72195122,3358.940792
"1742","Sao Tome and Principe","Sub-Saharan Africa",2004,150311,63.01092683,79.40881395
"1743","Saudi Arabia","Middle East & North Africa",2004,23213767,72.41512195,398.4788827
"1744","Senegal","Sub-Saharan Africa",2004,10581316,57.02917073,43.29446747
"1745","Serbia","Europe & Central Asia",2004,7463157,72.58292683,274.471418
"1746","Seychelles","Sub-Saharan Africa",2004,82500,72.6097561,435.5223277
"1747","Sierra Leone","Sub-Saharan Africa",2004,4952134,43.36860976,34.33687768
"1748","Singapore","East Asia & Pacific",2004,4166700,79.4902439,921.4318066
"1749","Slovak Republic","Europe & Central Asia",2004,5382438,73.95853659,565.0730906
"1750","Slovenia","Europe & Central Asia",2004,1997012,77.20731707,1412.80505
"1751","Solomon Islands","East Asia & Pacific",2004,456919,65.04953659,46.38011982
"1752","South Africa","Sub-Saharan Africa",2004,46664771,51.4252439,413.1808764
"1753","Spain","Europe & Central Asia",2004,42691689,79.87073171,2012.726776
"1754","Sri Lanka","South Asia",2004,19435000,73.66514634,44.62216913
"1755","St. Lucia","Latin America & Caribbean",2004,162434,73.24292683,324.5134256
"1756","St. Vincent and the Grenadines","Latin America & Caribbean",2004,108566,70.91670732,179.0275501
"1757","Sudan","Sub-Saharan Africa",2004,30101696,59.16478049,23.58557406
"1758","Suriname","Latin America & Caribbean",2004,493236,68.56956098,206.9273992
"1759","Swaziland","Sub-Saharan Africa",2004,1016094,45.74697561,130.0357603
"1760","Sweden","Europe & Central Asia",2004,8993531,80.49756098,3658.728288
"1761","Switzerland","Europe & Central Asia",2004,7389625,81.08780488,5502.941281
"1762","Syrian Arab Republic","Middle East & North Africa",2004,18004797,74.75485366,60.60244593
"1763","Tajikistan","Europe & Central Asia",2004,6391120,65.22953659,13.97037602
"1764","Tanzania","Sub-Saharan Africa",2004,37786946,52.61160976,11.68593046
"1765","Thailand","East Asia & Pacific",2004,66060383,73.05295122,85.82321748
"1766","Timor-Leste","East Asia & Pacific",2004,974024,59.08226829,34.79210826
"1767","Togo","Sub-Saharan Africa",2004,5288273,55.20836585,21.57433235
"1768","Tonga","East Asia & Pacific",2004,100286,71.32026829,114.6013214
"1769","Trinidad and Tobago","Latin America & Caribbean",2004,1310622,68.44331707,491.1837921
"1770","Tunisia","Middle East & North Africa",2004,9932400,73.30243902,178.7462945
"1771","Turkey","Europe & Central Asia",2004,67235927,71.64804878,310.9636021
"1772","Turkmenistan","Europe & Central Asia",2004,4696771,64.34692683,110.7467898
"1773","Uganda","Sub-Saharan Africa",2004,27521632,49.2575122,24.31011062
"1774","Ukraine","Europe & Central Asia",2004,47451600,68.18536585,90.70392529
"1775","United Arab Emirates","Middle East & North Africa",2004,3658042,75.46397561,994.9769722
"1776","United Kingdom","Europe & Central Asia",2004,59867866,78.74634146,2942.831909
"1777","United States","North America",2004,292805298,77.33902439,6349.208028
"1778","Uruguay","Latin America & Caribbean",2004,3301732,75.21634146,350.4246926
"1779","Uzbekistan","Europe & Central Asia",2004,25864400,67.17204878,23.70663469
"1780","Vanuatu","East Asia & Pacific",2004,205561,68.99356098,61.82779478
"1781","Venezuela, RB","Latin America & Caribbean",2004,26127000,72.97780488,239.1666929
"1782","Vietnam","East Asia & Pacific",2004,81437700,73.43178049,30.56364751
"1783","Yemen, Rep.","Middle East & North Africa",2004,20026117,62.09543902,38.20259437
"1784","Zambia","Sub-Saharan Africa",2004,11192422,43.55495122,32.1343224
"1785","Afghanistan","South Asia",2005,29904962,46.61641463,20.99388956
"1786","Albania","Europe & Central Asia",2005,3141800,76.112,162.2615367
"1787","Algeria","Middle East & North Africa",2005,32888449,71.64614634,96.14873071
"1788","Angola","Sub-Saharan Africa",2005,16489021,48.53843902,65.87032824
"1789","Argentina","Latin America & Caribbean",2005,38681174,74.74146341,394.4975271
"1790","Armenia","Europe & Central Asia",2005,3065954,72.90070732,77.68620648
"1791","Australia","East Asia & Pacific",2005,20394800,80.84146341,3136.474997
"1792","Austria","Europe & Central Asia",2005,8227829,79.33170732,3863.120209
"1793","Azerbaijan","Europe & Central Asia",2005,8391850,68.92273171,121.2859024
"1794","Bahamas, The","Latin America & Caribbean",2005,319358,73.58365854,1436.765323
"1795","Bahrain","Middle East & North Africa",2005,724807,74.38773171,697.2995112
"1796","Bangladesh","South Asia",2005,140587922,66.93229268,13.15140337
"1797","Barbados","Latin America & Caribbean",2005,270503,75.90095122,773.4757101
"1798","Belarus","Europe & Central Asia",2005,9663000,68.85121951,211.7407017
"1799","Belgium","Europe & Central Asia",2005,10478617,78.9804878,3633.9439
"1800","Belize","Latin America & Caribbean",2005,291800,74.53687805,178.190737
"1801","Benin","Sub-Saharan Africa",2005,7633757,53.81373171,27.02494647
"1802","Bhutan","South Asia",2005,659293,64.88063415,53.97371527
"1803","Bolivia","Latin America & Caribbean",2005,9146655,64.70404878,58.25353977
"1804","Bosnia and Herzegovina","Europe & Central Asia",2005,3781001,74.72363415,252.2392738
"1805","Botswana","Sub-Saharan Africa",2005,1875673,50.44656098,392.9831119
"1806","Brazil","Latin America & Caribbean",2005,185986964,71.52953659,387.448395
"1807","Brunei Darussalam","East Asia & Pacific",2005,363123,77.22858537,690.9780201
"1808","Bulgaria","Europe & Central Asia",2005,7739900,72.56097561,273.5259326
"1809","Burkina Faso","Sub-Saharan Africa",2005,14198463,52.43519512,26.44814916
"1810","Burundi","Sub-Saharan Africa",2005,7251424,47.75146341,15.47825865
"1811","Cambodia","East Asia & Pacific",2005,13357574,59.97939024,32.83327264
"1812","Cameroon","Sub-Saharan Africa",2005,17553589,49.41241463,44.8562363
"1813","Canada","North America",2005,32312000,80.29268293,3453.439371
"1814","Cape Verde","Sub-Saharan Africa",2005,472883,72.14065854,103.9110324
"1815","Central African Republic","Sub-Saharan Africa",2005,4017880,44.34756098,14.62354584
"1816","Chad","Sub-Saharan Africa",2005,9785902,48.05885366,25.62827177
"1817","Chile","Latin America & Caribbean",2005,16301726,78.27497561,493.2305621
"1818","China","East Asia & Pacific",2005,1303720000,72.17131707,80.37342013
"1819","Colombia","Latin America & Caribbean",2005,43040558,72.27978049,204.9200539
"1820","Comoros","Sub-Saharan Africa",2005,642974,58.97841463,26.64510189
"1821","Congo, Dem. Rep.","Sub-Saharan Africa",2005,57420522,46.99168293,6.594434171
"1822","Congo, Rep.","Sub-Saharan Africa",2005,3533177,55.06485366,41.72167396
"1823","Costa Rica","Latin America & Caribbean",2005,4309413,78.5642439,364.0124656
"1824","Cote d'Ivoire","Sub-Saharan Africa",2005,18020946,51.57556098,39.02705231
"1825","Croatia","Europe & Central Asia",2005,4442000,75.24463415,704.869607
"1826","Cuba","Latin America & Caribbean",2005,11254242,77.68319512,306.4711219
"1827","Cyprus","Europe & Central Asia",2005,1032562,78.57395122,1434.114275
"1828","Czech Republic","Europe & Central Asia",2005,10235828,75.92439024,881.244049
"1829","Denmark","Europe & Central Asia",2005,5419432,77.84390244,4645.653876
"1830","Djibouti","Middle East & North Africa",2005,808367,55.55002439,63.16910882
"1831","Dominican Republic","Latin America & Caribbean",2005,9264267,72.07668293,190.0966843
"1832","Ecuador","Latin America & Caribbean",2005,13426402,74.69929268,195.1670383
"1833","Egypt, Arab Rep.","Middle East & North Africa",2005,74203215,71.52868293,64.64930624
"1834","El Salvador","Latin America & Caribbean",2005,6050513,70.69880488,201.4539924
"1835","Equatorial Guinea","Sub-Saharan Africa",2005,607739,49.40029268,229.5387963
"1836","Eritrea","Sub-Saharan Africa",2005,4486155,58.66426829,6.918773405
"1837","Estonia","Europe & Central Asia",2005,1346097,72.56829268,518.2283796
"1838","Ethiopia","Sub-Saharan Africa",2005,74263861,55.15665854,6.801452792
"1839","Fiji","East Asia & Pacific",2005,822553,68.5152439,131.8791572
"1840","Finland","Europe & Central Asia",2005,5246096,78.81707317,3145.761192
"1841","France","Europe & Central Asia",2005,63175934,80.11463415,3784.938523
"1842","Gabon","Sub-Saharan Africa",2005,1370729,60.00558537,164.2224857
"1843","Gambia, The","Sub-Saharan Africa",2005,1503678,56.64007317,18.52564512
"1844","Georgia","Europe & Central Asia",2005,4361200,72.58878049,123.1314686
"1845","Germany","Europe & Central Asia",2005,82469422,78.93170732,3624.740618
"1846","Ghana","Sub-Saharan Africa",2005,21639806,61.03831707,34.80735469
"1847","Greece","Europe & Central Asia",2005,11103965,79.23902439,2088.954597
"1848","Grenada","Latin America & Caribbean",2005,102734,74.76426829,412.2674956
"1849","Guatemala","Latin America & Caribbean",2005,12717154,69.64785366,138.0244945
"1850","Guinea","Sub-Saharan Africa",2005,9041448,51.13565854,17.46777724
"1851","Guinea-Bissau","Sub-Saharan Africa",2005,1367695,46.10965854,23.11574689
"1852","Guyana","Latin America & Caribbean",2005,746235,67.30331707,60.21111905
"1853","Haiti","Latin America & Caribbean",2005,9347262,59.87343902,19.58828139
"1854","Honduras","Latin America & Caribbean",2005,6879243,71.43885366,109.0455866
"1855","Hungary","Europe & Central Asia",2005,10087065,72.64878049,923.6896878
"1856","Iceland","Europe & Central Asia",2005,296734,81.50243902,5230.833276
"1857","India","South Asia",2005,1140042863,63.3672439,31.21740623
"1858","Indonesia","East Asia & Pacific",2005,227303175,67.07336585,35.55698711
"1859","Iran, Islamic Rep.","Middle East & North Africa",2005,69732007,71.33309756,178.7682225
"1860","Iraq","Middle East & North Africa",2005,27598437,68.46363415,61.94071822
"1861","Ireland","Europe & Central Asia",2005,4159914,78.4795122,3693.456464
"1862","Israel","Middle East & North Africa",2005,6930100,80.15121951,1501.876494
"1863","Italy","Europe & Central Asia",2005,58607043,80.5804878,2711.711652
"1864","Jamaica","Latin America & Caribbean",2005,2650400,71.47941463,170.5095628
"1865","Japan","East Asia & Pacific",2005,127773000,81.92512195,2927.729012
"1866","Jordan","Middle East & North Africa",2005,5411500,72.64502439,205.5575573
"1867","Kazakhstan","Europe & Central Asia",2005,15147029,65.9097561,153.2220467
"1868","Kenya","Sub-Saharan Africa",2005,35614576,53.00956098,22.95792302
"1869","Kiribati","East Asia & Pacific",2005,91988,60.94878049,116.0215589
"1870","Korea, Rep.","East Asia & Pacific",2005,48138000,78.43268293,994.2120508
"1871","Kuwait","Middle East & North Africa",2005,2264014,74.11329268,848.9901489
"1872","Kyrgyz Republic","Europe & Central Asia",2005,5162600,67.95609756,28.40779214
"1873","Lao PDR","East Asia & Pacific",2005,5753341,64.46226829,20.4027962
"1874","Latvia","Europe & Central Asia",2005,2300512,71.35609756,442.9755676
"1875","Lebanon","Middle East & North Africa",2005,4052420,71.4895122,434.3360381
"1876","Lesotho","Sub-Saharan Africa",2005,2065752,44.17117073,46.03194354
"1877","Liberia","Sub-Saharan Africa",2005,3182539,51.94302439,13.684965
"1878","Libya","Middle East & North Africa",2005,5769709,73.63529268,210.5926193
"1879","Lithuania","Europe & Central Asia",2005,3414304,71.25365854,445.9935926
"1880","Luxembourg","Europe & Central Asia",2005,465158,79.43170732,6435.02844
"1881","Macedonia, FYR","Europe & Central Asia",2005,2038109,73.74570732,237.6716357
"1882","Madagascar","Sub-Saharan Africa",2005,17885967,64.11217073,10.41381351
"1883","Malawi","Sub-Saharan Africa",2005,12822587,48.93804878,17.62175383
"1884","Malaysia","East Asia & Pacific",2005,26100241,72.98829268,188.2260719
"1885","Maldives","South Asia",2005,295240,74.37114634,236.7247832
"1886","Mali","Sub-Saharan Africa",2005,13176642,48.92619512,26.40424423
"1887","Malta","Middle East & North Africa",2005,403837,79.50487805,1385.101636
"1888","Mauritania","Sub-Saharan Africa",2005,3047249,57.23102439,29.63493052
"1889","Mauritius","Sub-Saharan Africa",2005,1243253,72.43219512,232.3514392
"1890","Mexico","Latin America & Caribbean",2005,106483757,75.49890244,478.4372888
"1891","Micronesia, Fed. Sts.","East Asia & Pacific",2005,109419,67.89985366,276.734388
"1892","Moldova","Europe & Central Asia",2005,3595182,67.77953659,75.97250142
"1893","Mongolia","East Asia & Pacific",2005,2547339,66.05236585,52.19208018
"1894","Montenegro","Europe & Central Asia",2005,626739,74.01526829,313.4937116
"1895","Morocco","Middle East & North Africa",2005,30392473,70.41746341,98.95973592
"1896","Mozambique","Sub-Saharan Africa",2005,20770013,48.01714634,21.75254048
"1897","Myanmar","East Asia & Pacific",2005,46321162,62.85887805,5.115995348
"1898","Namibia","Sub-Saharan Africa",2005,2079951,58.54412195,255.5029612
"1899","Nepal","South Asia",2005,27281945,65.58658537,18.61800501
"1900","Netherlands","Europe & Central Asia",2005,16319868,79.34634146,3846.011288
"1901","New Zealand","East Asia & Pacific",2005,4133900,79.85121951,2288.186243
"1902","Nicaragua","Latin America & Caribbean",2005,5424336,71.97280488,71.22065982
"1903","Niger","Sub-Saharan Africa",2005,12993884,51.67290244,15.44769959
"1904","Nigeria","Sub-Saharan Africa",2005,139823340,49.00470732,53.00517813
"1905","Norway","Europe & Central Asia",2005,4623291,80.04146341,5943.567292
"1906","Oman","Middle East & North Africa",2005,2429510,73.58470732,330.9578262
"1907","Pakistan","South Asia",2005,158645463,64.10468293,19.15367508
"1908","Palau","East Asia & Pacific",2005,19906,69.12926829,797.7044971
"1909","Panama","Latin America & Caribbean",2005,3238321,75.1244878,357.3765541
"1910","Papua New Guinea","East Asia & Pacific",2005,6095437,60.56660976,32.10340067
"1911","Paraguay","Latin America & Caribbean",2005,5897816,71.25265854,82.30729539
"1912","Peru","Latin America & Caribbean",2005,27558769,72.46660976,128.4937235
"1913","Philippines","East Asia & Pacific",2005,85546427,67.44714634,42.10146989
"1914","Poland","Europe & Central Asia",2005,38165445,74.99512195,494.8588119
"1915","Portugal","Europe & Central Asia",2005,10549424,78.07073171,1882.816222
"1916","Qatar","Middle East & North Africa",2005,820986,77.24768293,1633.226239
"1917","Romania","Europe & Central Asia",2005,21634371,71.87889512,252.1528173
"1918","Russian Federation","Europe & Central Asia",2005,143150000,65.47,276.833027
"1919","Rwanda","Sub-Saharan Africa",2005,9201727,52.24763415,18.31084041
"1920","Samoa","East Asia & Pacific",2005,180237,71.01570732,113.9394016
"1921","San Marino","Europe & Central Asia",2005,30301,81.97560976,3399.233612
"1922","Sao Tome and Principe","Sub-Saharan Africa",2005,152622,63.20626829,81.79811329
"1923","Saudi Arabia","Middle East & North Africa",2005,24041116,72.66478049,465.3731188
"1924","Senegal","Sub-Saharan Africa",2005,10871908,57.34934146,43.15762668
"1925","Serbia","Europe & Central Asia",2005,7440769,72.63414634,307.0063128
"1926","Seychelles","Sub-Saharan Africa",2005,82900,72.13170732,440.5567427
"1927","Sierra Leone","Sub-Saharan Africa",2005,5153435,44.2602439,38.76165435
"1928","Singapore","East Asia & Pacific",2005,4265800,79.9902439,1175.462965
"1929","Slovak Republic","Europe & Central Asia",2005,5387001,73.90487805,626.343045
"1930","Slovenia","Europe & Central Asia",2005,2000474,77.61219512,1490.532297
"1931","Solomon Islands","East Asia & Pacific",2005,469805,65.48765854,69.02570475
"1932","South Africa","Sub-Saharan Africa",2005,47198469,51.05968293,454.648936
"1933","Spain","Europe & Central Asia",2005,43398143,80.17073171,2163.166606
"1934","Sri Lanka","South Asia",2005,19644000,73.98934146,50.5627447
"1935","St. Lucia","Latin America & Caribbean",2005,164330,72.73926829,342.3250109
"1936","St. Vincent and the Grenadines","Latin America & Caribbean",2005,108755,71.10578049,185.3370386
"1937","Sudan","Sub-Saharan Africa",2005,30777563,59.5482439,28.26512383
"1938","Suriname","Latin America & Caribbean",2005,499294,68.84704878,243.4187527
"1939","Swaziland","Sub-Saharan Africa",2005,1017425,45.86019512,158.6598549
"1940","Sweden","Europe & Central Asia",2005,9029572,80.54634146,3718.724845
"1941","Switzerland","Europe & Central Asia",2005,7437115,81.23658537,5571.780428
"1942","Syrian Arab Republic","Middle East & North Africa",2005,18484122,74.92841463,62.56992772
"1943","Tajikistan","Europe & Central Asia",2005,6453240,65.60785366,17.33214773
"1944","Tanzania","Sub-Saharan Africa",2005,38831024,53.34692683,14.63455177
"1945","Thailand","East Asia & Pacific",2005,66698483,73.18878049,93.82395837
"1946","Timor-Leste","East Asia & Pacific",2005,983125,59.63834146,45.76896629
"1947","Togo","Sub-Saharan Africa",2005,5408044,55.304,25.61855791
"1948","Tonga","East Asia & Pacific",2005,100926,71.45965854,167.2445712
"1949","Trinidad and Tobago","Latin America & Caribbean",2005,1315386,68.6135122,688.0352345
"1950","Tunisia","Middle East & North Africa",2005,10029000,73.50243902,181.253098
"1951","Turkey","Europe & Central Asia",2005,68143186,72.07785366,383.8200249
"1952","Turkmenistan","Europe & Central Asia",2005,4747839,64.43831707,106.815391
"1953","Uganda","Sub-Saharan Africa",2005,28431204,50.12392683,29.07763011
"1954","Ukraine","Europe & Central Asia",2005,47105150,67.95682927,117.6815261
"1955","United Arab Emirates","Middle East & North Africa",2005,4069349,75.66046341,1029.825431
"1956","United Kingdom","Europe & Central Asia",2005,60224307,79.04878049,3122.297551
"1957","United States","North America",2005,295516599,77.33902439,6727.674012
"1958","Uruguay","Latin America & Caribbean",2005,3305723,75.60926829,430.6987618
"1959","Uzbekistan","Europe & Central Asia",2005,26167000,67.22258537,26.80514046
"1960","Vanuatu","East Asia & Pacific",2005,211170,69.32090244,60.87902703
"1961","Venezuela, RB","Latin America & Caribbean",2005,26577000,73.17268293,296.2167161
"1962","Vietnam","East Asia & Pacific",2005,82393500,73.69973171,37.26194139
"1963","Yemen, Rep.","Middle East & North Africa",2005,20648643,62.64931707,42.23864397
"1964","Zambia","Sub-Saharan Africa",2005,11462365,44.38436585,43.83858435
"1965","Afghanistan","South Asia",2006,30751661,46.89909756,22.69639537
"1966","Albania","Europe & Central Asia",2006,3156607,76.30963415,170.6026627
"1967","Algeria","Middle East & North Africa",2006,33391954,71.90529268,109.846386
