"","Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"1968","Angola","Sub-Saharan Africa",2006,17010366,49.00714634,111.5943678
"1969","Argentina","Latin America & Caribbean",2006,39023850,74.93143902,453.2983793
"1970","Armenia","Europe & Central Asia",2006,3069844,73.13421951,86.86687224
"1971","Australia","East Asia & Pacific",2006,20697900,81.04146341,3330.212908
"1972","Austria","Europe & Central Asia",2006,8268641,79.83170732,4015.861594
"1973","Azerbaijan","Europe & Central Asia",2006,8484550,69.36141463,148.7328273
"1974","Bahamas, The","Latin America & Caribbean",2006,324066,73.99192683,1703.996421
"1975","Bahrain","Middle East & North Africa",2006,811410,74.50782927,704.2462617
"1976","Bangladesh","South Asia",2006,142353501,67.31007317,14.39728141
"1977","Barbados","Latin America & Caribbean",2006,271062,76.00856098,837.5900628
"1978","Belarus","Europe & Central Asia",2006,9604000,69.40487805,239.5664279
"1979","Belgium","Europe & Central Asia",2006,10547958,79.3804878,3631.664255
"1980","Belize","Latin America & Caribbean",2006,301386,74.827,188.4940867
"1981","Benin","Sub-Saharan Africa",2006,7871707,54.10668293,28.39454713
"1982","Bhutan","South Asia",2006,674681,65.34239024,58.60558264
"1983","Bolivia","Latin America & Caribbean",2006,9306660,65.03021951,59.03590199
"1984","Bosnia and Herzegovina","Europe & Central Asia",2006,3781588,74.83436585,281.8316763
"1985","Botswana","Sub-Saharan Africa",2006,1900905,51.28431707,368.4594574
"1986","Brazil","Latin America & Caribbean",2006,187958211,71.81092683,491.5761778
"1987","Brunei Darussalam","East Asia & Pacific",2006,370317,77.38060976,711.3202957
"1988","Bulgaria","Europe & Central Asia",2006,7699020,72.61219512,297.3563705
"1989","Burkina Faso","Sub-Saharan Africa",2006,14622202,52.95790244,26.16261354
"1990","Burundi","Sub-Saharan Africa",2006,7474363,48.13887805,20.10360704
"1991","Cambodia","East Asia & Pacific",2006,13515884,60.52831707,30.33549609
"1992","Cameroon","Sub-Saharan Africa",2006,17948395,49.56117073,46.82469469
"1993","Canada","North America",2006,32576074,80.64390244,3911.876331
"1994","Cape Verde","Sub-Saharan Africa",2006,478267,72.61034146,126.4078274
"1995","Central African Republic","Sub-Saharan Africa",2006,4087534,44.8675122,14.54771574
"1996","Chad","Sub-Saharan Africa",2006,10084087,48.18129268,24.36308354
"1997","Chile","Latin America & Caribbean",2006,16468677,78.41585366,584.5982045
"1998","China","East Asia & Pacific",2006,1311020000,72.38973171,93.38900098
"1999","Colombia","Latin America & Caribbean",2006,43696540,72.5187561,240.5453322
"2000","Comoros","Sub-Saharan Africa",2006,660559,59.23707317,28.88027774
"2001","Congo, Dem. Rep.","Sub-Saharan Africa",2006,59088415,47.1687561,8.387934993
"2002","Congo, Rep.","Sub-Saharan Africa",2006,3628561,55.40143902,50.5545937
"2003","Costa Rica","Latin America & Caribbean",2006,4381820,78.69507317,409.9295427
"2004","Cote d'Ivoire","Sub-Saharan Africa",2006,18325979,52.11836585,44.26442339
"2005","Croatia","Europe & Central Asia",2006,4440000,75.83682927,789.8424909
"2006","Cuba","Latin America & Caribbean",2006,11265124,77.99319512,359.9919922
"2007","Cyprus","Europe & Central Asia",2006,1048272,78.70873171,1494.403486
"2008","Czech Republic","Europe & Central Asia",2006,10269134,76.52439024,967.3809536
"2009","Denmark","Europe & Central Asia",2006,5437272,78.09512195,5008.282209
"2010","Djibouti","Middle East & North Africa",2006,823682,55.95285366,65.79296173
"2011","Dominican Republic","Latin America & Caribbean",2006,9398285,72.28792683,198.5070052
"2012","Ecuador","Latin America & Caribbean",2006,13639708,74.85782927,222.3655456
"2013","Egypt, Arab Rep.","Middle East & North Africa",2006,75568453,71.87897561,74.88449124
"2014","El Salvador","Latin America & Caribbean",2006,6074487,70.9004878,202.8483384
"2015","Equatorial Guinea","Sub-Saharan Africa",2006,625777,49.6655122,278.7254624
"2016","Eritrea","Sub-Saharan Africa",2006,4645837,59.15773171,8.411364611
"2017","Estonia","Europe & Central Asia",2006,1343547,72.69146341,627.0799709
"2018","Ethiopia","Sub-Saharan Africa",2006,75993403,55.95156098,8.330152746
"2019","Fiji","East Asia & Pacific",2006,828046,68.67919512,143.9918721
"2020","Finland","Europe & Central Asia",2006,5266268,79.21463415,3295.041213
"2021","France","Europe & Central Asia",2006,63617567,80.51463415,3947.384764
"2022","Gabon","Sub-Saharan Africa",2006,1397192,60.42717073,190.8992106
"2023","Gambia, The","Sub-Saharan Africa",2006,1547259,56.92665854,18.69231528
"2024","Georgia","Europe & Central Asia",2006,4398000,72.7142439,146.3417163
"2025","Germany","Europe & Central Asia",2006,82376451,79.13170732,3746.680743
"2026","Ghana","Sub-Saharan Africa",2006,22170556,61.68136585,47.15526005
"2027","Greece","Europe & Central Asia",2006,11148460,79.43902439,2288.530252
"2028","Grenada","Latin America & Caribbean",2006,103037,74.9627561,435.7470169
"2029","Guatemala","Latin America & Caribbean",2006,13034904,69.89473171,170.3680701
"2030","Guinea","Sub-Saharan Africa",2006,9201941,51.67336585,17.72117629
"2031","Guinea-Bissau","Sub-Saharan Africa",2006,1395492,46.36197561,24.02633178
"2032","Guyana","Latin America & Caribbean",2006,748321,67.84721951,82.27445032
"2033","Haiti","Latin America & Caribbean",2006,9479136,60.28107317,29.34176521
"2034","Honduras","Latin America & Caribbean",2006,7017769,71.68982927,118.7372737
"2035","Hungary","Europe & Central Asia",2006,10071370,73.09756098,922.7493049
"2036","Iceland","Europe & Central Asia",2006,303782,81.15853659,5067.135699
"2037","India","South Asia",2006,1157038539,63.71680488,32.98799162
"2038","Indonesia","East Asia & Pacific",2006,229918547,67.37682927,46.66277814
"2039","Iran, Islamic Rep.","Middle East & North Africa",2006,70582086,71.63846341,205.2483992
"2040","Iraq","Middle East & North Africa",2006,28432904,68.07180488,66.05680228
"2041","Ireland","Europe & Central Asia",2006,4260341,78.7604878,3925.56003
"2042","Israel","Middle East & North Africa",2006,7053700,85.16341463,1560.035061
"2043","Italy","Europe & Central Asia",2006,58941499,81.13170732,2850.588366
"2044","Jamaica","Latin America & Caribbean",2006,2663100,71.75607317,186.7292255
"2045","Japan","East Asia & Pacific",2006,127756000,82.32195122,2795.623638
"2046","Jordan","Middle East & North Africa",2006,5537000,72.7635122,218.1386608
"2047","Kazakhstan","Europe & Central Asia",2006,15308085,66.16097561,208.5224756
"2048","Kenya","Sub-Saharan Africa",2006,36540948,53.66219512,27.7958648
"2049","Korea, Rep.","East Asia & Pacific",2006,48372000,78.96926829,1189.879925
"2050","Kuwait","Middle East & North Africa",2006,2351441,74.19190244,973.1222769
"2051","Kyrgyz Republic","Europe & Central Asia",2006,5218400,67.69512195,37.54354932
"2052","Lao PDR","East Asia & Pacific",2006,5841572,65.0805122,25.15018714
"2053","Latvia","Europe & Central Asia",2006,2287948,70.86585366,590.1328513
"2054","Lebanon","Middle East & North Africa",2006,4097457,71.67641463,437.8430862
"2055","Lesotho","Sub-Saharan Africa",2006,2085561,44.59012195,53.1526623
"2056","Liberia","Sub-Saharan Africa",2006,3313718,52.96282927,18.81832752
"2057","Libya","Middle East & North Africa",2006,5893738,73.86936585,226.4457061
"2058","Lithuania","Europe & Central Asia",2006,3394082,71.05609756,552.0260723
"2059","Luxembourg","Europe & Central Asia",2006,472637,79.28780488,6982.191064
"2060","Macedonia, FYR","Europe & Central Asia",2006,2043091,73.91692683,251.9930681
"2061","Madagascar","Sub-Saharan Africa",2006,18426870,64.80143902,11.83371835
"2062","Malawi","Sub-Saharan Africa",2006,13195329,49.88914634,21.24146567
"2063","Malaysia","East Asia & Pacific",2006,26586287,73.16660976,230.4061936
"2064","Maldives","South Asia",2006,299419,74.91268293,290.275709
"2065","Mali","Sub-Saharan Africa",2006,13592796,49.3112439,29.55001521
"2066","Malta","Middle East & North Africa",2006,406408,78.54878049,1464.795667
"2067","Mauritania","Sub-Saharan Africa",2006,3129959,57.32619512,30.63950897
"2068","Mauritius","Sub-Saharan Africa",2006,1252698,72.43219512,261.8888902
"2069","Mexico","Latin America & Caribbean",2006,107835259,75.74997561,515.0293096
"2070","Micronesia, Fed. Sts.","East Asia & Pacific",2006,109789,68.05917073,274.776621
"2071","Moldova","Europe & Central Asia",2006,3585520,67.93868293,100.8741843
"2072","Mongolia","East Asia & Pacific",2006,2584143,66.57926829,63.18929662
"2073","Montenegro","Europe & Central Asia",2006,627074,73.96236585,354.9942964
"2074","Morocco","Middle East & North Africa",2006,30702084,70.72353659,111.9008058
"2075","Mozambique","Sub-Saharan Africa",2006,21290952,48.26514634,21.70604372
"2076","Myanmar","East Asia & Pacific",2006,46605278,63.11121951,5.79134945
"2077","Namibia","Sub-Saharan Africa",2006,2118653,59.37426829,271.1196181
"2078","Nepal","South Asia",2006,27833665,66.31514634,18.60498524
"2079","Netherlands","Europe & Central Asia",2006,16346101,79.69756098,4032.103094
"2080","New Zealand","East Asia & Pacific",2006,4184600,80.04878049,2295.244598
"2081","Nicaragua","Latin America & Caribbean",2006,5493527,72.37919512,78.21907902
"2082","Niger","Sub-Saharan Africa",2006,13460138,52.26526829,16.38586632
"2083","Nigeria","Sub-Saharan Africa",2006,143338939,49.51065854,61.00612443
"2084","Norway","Europe & Central Asia",2006,4660677,80.34390244,6247.747947
"2085","Oman","Middle East & North Africa",2006,2490620,73.31758537,345.7169763
"2086","Pakistan","South Asia",2006,161513324,64.29743902,21.65182518
"2087","Panama","Latin America & Caribbean",2006,3294583,75.29221951,364.1430906
"2088","Papua New Guinea","East Asia & Pacific",2006,6244916,60.94456098,31.28954658
"2089","Paraguay","Latin America & Caribbean",2006,6008597,71.45717073,101.2453379
"2090","Peru","Latin America & Caribbean",2006,27866387,72.77219512,149.6840192
"2091","Philippines","East Asia & Pacific",2006,87116275,67.6,48.41112049
"2092","Poland","Europe & Central Asia",2006,38141267,75.14390244,555.4864637
"2093","Portugal","Europe & Central Asia",2006,10584344,78.4195122,1912.726762
"2094","Qatar","Middle East & North Africa",2006,978336,77.4284878,1606.772235
"2095","Romania","Europe & Central Asia",2006,21587666,72.16341463,289.5899118
"2096","Russian Federation","Europe & Central Asia",2006,142500000,66.64317073,365.9234769
"2097","Rwanda","Sub-Saharan Africa",2006,9441406,53.00639024,33.05142833
"2098","Samoa","East Asia & Pacific",2006,180766,71.29053659,128.9528562
"2099","San Marino","Europe & Central Asia",2006,30721,82.1804878,3443.795497
"2100","Sao Tome and Principe","Sub-Saharan Africa",2006,154970,63.41612195,69.8633046
"2101","Saudi Arabia","Middle East & North Africa",2006,24799436,72.91582927,537.0850422
"2102","Senegal","Sub-Saharan Africa",2006,11169549,57.66787805,48.5002311
"2103","Serbia","Europe & Central Asia",2006,7411569,73.15512195,371.3335524
"2104","Seychelles","Sub-Saharan Africa",2006,84600,72.21707317,458.1379386
"2105","Sierra Leone","Sub-Saharan Africa",2006,5327364,45.07302439,37.70503989
"2106","Singapore","East Asia & Pacific",2006,4401400,80.14146341,1274.505375
"2107","Slovak Republic","Europe & Central Asia",2006,5391409,74.20487805,760.4818137
"2108","Slovenia","Europe & Central Asia",2006,2006868,78.08658537,1604.914884
"2109","Solomon Islands","East Asia & Pacific",2006,483000,65.89273171,63.29838252
"2110","South Africa","Sub-Saharan Africa",2006,47730946,50.92965854,460.8049263
"2111","Spain","Europe & Central Asia",2006,44116441,80.82195122,2357.776248
"2112","Sri Lanka","South Asia",2006,19858000,74.18263415,57.63071855
"2113","St. Lucia","Latin America & Caribbean",2006,166387,73.41653659,389.740821
"2114","St. Vincent and the Grenadines","Latin America & Caribbean",2006,108918,71.30778049,217.7983917
"2115","Sudan","Sub-Saharan Africa",2006,31400127,59.87643902,44.70013063
"2116","Suriname","Latin America & Caribbean",2006,504913,69.15368293,323.3922717
"2117","Swaziland","Sub-Saharan Africa",2006,1018758,46.2394878,179.4752645
"2118","Sweden","Europe & Central Asia",2006,9080505,80.74878049,3932.307087
"2119","Switzerland","Europe & Central Asia",2006,7483934,81.4902439,5569.146146
"2120","Syrian Arab Republic","Middle East & North Africa",2006,18860939,75.09690244,66.28076532
"2121","Tajikistan","Europe & Central Asia",2006,6524634,65.97368293,21.21792044
"2122","Tanzania","Sub-Saharan Africa",2006,39923609,54.12936585,23.43246045
"2123","Thailand","East Asia & Pacific",2006,67276383,73.32541463,107.5334079
"2124","Timor-Leste","East Asia & Pacific",2006,1014439,60.14631707,50.15591138
"2125","Togo","Sub-Saharan Africa",2006,5529908,55.43743902,25.61406198
"2126","Tonga","East Asia & Pacific",2006,101584,71.59909756,158.9242372
"2127","Trinidad and Tobago","Latin America & Caribbean",2006,1320418,68.82912195,690.0111638
"2128","Tunisia","Middle East & North Africa",2006,10127900,73.9,193.6883786
"2129","Turkey","Europe & Central Asia",2006,69063538,72.46273171,444.5698152
"2130","Turkmenistan","Europe & Central Asia",2006,4801847,64.52121951,97.61421831
"2131","Uganda","Sub-Saharan Africa",2006,29370251,50.95307317,32.37073835
"2132","Ukraine","Europe & Central Asia",2006,46787750,68.07756098,147.8354794
"2133","United Arab Emirates","Middle East & North Africa",2006,4662728,75.85180488,1108.608162
"2134","United Kingdom","Europe & Central Asia",2006,60595632,79.24878049,3414.775409
"2135","United States","North America",2006,298379912,77.58780488,7107.224498
"2136","Uruguay","Latin America & Caribbean",2006,3314466,75.7297561,491.2497329
"2137","Uzbekistan","Europe & Central Asia",2006,26488200,67.29817073,36.49964728
"2138","Vanuatu","East Asia & Pacific",2006,216760,69.63778049,71.53544564
"2139","Venezuela, RB","Latin America & Caribbean",2006,27031000,73.36756098,387.8766444
"2140","Vietnam","East Asia & Pacific",2006,83313000,73.9407561,46.66239905
"2141","Yemen, Rep.","Middle East & North Africa",2006,21288070,63.17060976,51.62000056
"2142","Zambia","Sub-Saharan Africa",2006,11750105,45.2885122,57.67959687
"2143","Afghanistan","South Asia",2007,31622333,47.20531707,29.98475184
"2144","Albania","Europe & Central Asia",2007,3169665,76.47341463,206.1178236
"2145","Algeria","Middle East & North Africa",2007,33906605,72.15090244,140.8507643
"2146","Angola","Sub-Saharan Africa",2007,17525367,49.43529268,116.691024
"2147","Argentina","Latin America & Caribbean",2007,39368066,75.11497561,547.4813106
"2148","Armenia","Europe & Central Asia",2007,3074181,73.32782927,116.2640723
"2149","Australia","East Asia & Pacific",2007,21015900,81.29268293,3956.468725
"2150","Austria","Europe & Central Asia",2007,8300788,79.98292683,4636.260896
"2151","Azerbaijan","Europe & Central Asia",2007,8581300,69.74865854,190.9042988
"2152","Bahamas, The","Latin America & Caribbean",2007,328861,74.36543902,1789.869762
"2153","Bahrain","Middle East & North Africa",2007,925733,74.63129268,725.1517293
"2154","Bangladesh","South Asia",2007,143956805,67.66665854,16.47743676
"2155","Barbados","Latin America & Caribbean",2007,271618,76.12936585,874.4757419
"2156","Belarus","Europe & Central Asia",2007,9560000,70.20341463,299.6157931
"2157","Belgium","Europe & Central Asia",2007,10625700,79.78292683,4154.539644
"2158","Belize","Latin America & Caribbean",2007,311500,75.11185366,211.610426
"2159","Benin","Sub-Saharan Africa",2007,8112573,54.43073171,30.88555131
"2160","Bhutan","South Asia",2007,688581,65.75909756,87.01527792
"2161","Bolivia","Latin America & Caribbean",2007,9463497,65.34773171,65.0993628
"2162","Bosnia and Herzegovina","Europe & Central Asia",2007,3779034,74.96860976,349.4353575
"2163","Botswana","Sub-Saharan Africa",2007,1927540,52.06895122,465.5406723
"2164","Brazil","Latin America & Caribbean",2007,189798070,72.10995122,609.9912708
"2165","Brunei Darussalam","East Asia & Pacific",2007,377513,77.52419512,782.7656841
"2166","Bulgaria","Europe & Central Asia",2007,7659764,72.66341463,374.6227977
"2167","Burkina Faso","Sub-Saharan Africa",2007,15061127,53.47695122,29.80481044
"2168","Burundi","Sub-Saharan Africa",2007,7707781,48.54663415,17.64229659
"2169","Cambodia","East Asia & Pacific",2007,13669857,61.06458537,27.7324897
"2170","Cameroon","Sub-Saharan Africa",2007,18350022,49.81517073,52.88655836
"2171","Canada","North America",2007,32927517,80.80439024,4341.260069
"2172","Cape Verde","Sub-Saharan Africa",2007,483023,73.01085366,137.4154173
"2173","Central African Republic","Sub-Saharan Africa",2007,4160940,45.48253659,17.62764863
"2174","Chad","Sub-Saharan Africa",2007,10371839,48.36858537,28.34741813
"2175","Chile","Latin America & Caribbean",2007,16633254,78.53426829,678.4592415
"2176","China","East Asia & Pacific",2007,1317885000,72.61258537,114.487789
"2177","Colombia","Latin America & Caribbean",2007,44352327,72.75378049,320.2608712
"2178","Comoros","Sub-Saharan Africa",2007,678602,59.53,34.69921468
